experiment_id,run_id,repetition,student_provider,student_model,student_family,student_parameter_count,student_parameter_bucket,student_quantization,teacher_provider,teacher_model,episode_count,total_messages,student_messages,teacher_messages,total_student_attempts,start_timestamp,end_timestamp,duration_ms,termination_reason,overall_outcome,teacher_input_tokens,teacher_output_tokens,teacher_total_tokens,student_input_tokens,student_output_tokens,student_total_tokens,episode_1_assignment_id,episode_1_question_id,episode_1_duration_ms,episode_1_student_attempts,episode_1_student_turns,episode_1_teacher_turns,episode_1_total_messages,episode_1_termination_reason,episode_1_outcome,episode_1_correctness_available,episode_1_correctness_result,episode_1_attempts_to_solution,episode_1_teacher_turns_to_solution,episode_1_time_to_solution_ms,episode_2_assignment_id,episode_2_question_id,episode_2_duration_ms,episode_2_student_attempts,episode_2_student_turns,episode_2_teacher_turns,episode_2_total_messages,episode_2_termination_reason,episode_2_outcome,episode_2_correctness_available,episode_2_correctness_result,episode_2_attempts_to_solution,episode_2_teacher_turns_to_solution,episode_2_time_to_solution_ms,episode_3_assignment_id,episode_3_question_id,episode_3_duration_ms,episode_3_student_attempts,episode_3_student_turns,episode_3_teacher_turns,episode_3_total_messages,episode_3_termination_reason,episode_3_outcome,episode_3_correctness_available,episode_3_correctness_result,episode_3_attempts_to_solution,episode_3_teacher_turns_to_solution,episode_3_time_to_solution_ms
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_gemma3_4b_gemini,1,ollama,gemma3:4b,gemma3,,R2_SMALL_3_TO_4B,,gemini,gemini-3.5-flash-lite,3,87,45,42,45,2026-09-08T06:29:04.865175+00:00,2026-09-08T06:31:21.955247+00:00,145410,completed_with_unresolved_episodes,unresolved,151661,3822,155483,89399,11516,100915,4,a4_q1,63216,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,28577,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,53616,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_gemma3_4b_openai,1,ollama,gemma3:4b,gemma3,,R2_SMALL_3_TO_4B,,openai,gpt-5-mini,3,87,45,42,45,2026-09-08T06:15:14.637236+00:00,2026-09-08T06:24:50.294148+00:00,595981,completed_with_unresolved_episodes,unresolved,173063,39109,212172,95967,11340,107307,4,a4_q1,216764,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,139383,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,239833,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_llama3_1_8b_anthropic,1,ollama,llama3.1:8b,llama3.1,,R3_MEDIUM_7_TO_9B,,anthropic,claude-haiku-4-5-20251001,3,87,45,42,45,2026-09-08T08:28:46.022602+00:00,2026-09-08T08:33:35.862992+00:00,302470,completed_with_unresolved_episodes,unresolved,177343,8220,185563,96528,13033,109561,4,a4_q1,124497,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,74115,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,103857,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_llama3_1_8b_gemini,1,ollama,llama3.1:8b,llama3.1,,R3_MEDIUM_7_TO_9B,,gemini,gemini-3.5-flash-lite,3,87,45,42,45,2026-09-08T08:33:39.612788+00:00,2026-09-08T08:35:51.875657+00:00,136004,completed_with_unresolved_episodes,unresolved,103542,3419,106961,91440,6818,98258,4,a4_q1,41594,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,49154,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,45255,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_llama3_1_8b_openai,1,ollama,llama3.1:8b,llama3.1,,R3_MEDIUM_7_TO_9B,,openai,gpt-5-mini,3,87,45,42,45,2026-09-08T08:17:26.928249+00:00,2026-09-08T08:28:33.358472+00:00,691947,completed_with_unresolved_episodes,unresolved,156266,39911,196177,94820,9068,103888,4,a4_q1,215976,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,214305,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,261665,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_llama3_2_1b_anthropic,1,ollama,llama3.2:1b,llama3.2,,R1_SMALL_0_5_TO_2B,,anthropic,claude-haiku-4-5-20251001,3,87,45,42,45,2026-09-08T03:01:14.426467+00:00,2026-09-08T03:03:46.519767+00:00,153428,completed_with_unresolved_episodes,unresolved,105223,8032,113255,90649,7659,98308,4,a4_q1,75253,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,31931,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,46243,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_llama3_2_1b_gemini,1,ollama,llama3.2:1b,llama3.2,,R1_SMALL_0_5_TO_2B,,gemini,gemini-3.5-flash-lite,3,87,45,42,45,2026-09-08T03:03:47.495813+00:00,2026-09-08T03:04:47.762247+00:00,61235,completed_with_unresolved_episodes,unresolved,96317,3854,100171,87896,4329,92225,4,a4_q1,22860,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,19506,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,18869,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_llama3_2_1b_openai,1,ollama,llama3.2:1b,llama3.2,,R1_SMALL_0_5_TO_2B,,openai,gpt-5-mini,3,87,45,42,45,2026-09-08T02:53:44.189718+00:00,2026-09-08T03:01:13.085342+00:00,455199,completed_with_unresolved_episodes,unresolved,93157,36465,129622,85376,5710,91086,4,a4_q1,146336,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,126675,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,182187,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_mistral_small_24b_anthropic,1,ollama,mistral-small:24b,mistral-small,,R5_XL_24_TO_30B,,anthropic,claude-haiku-4-5-20251001,3,87,45,42,45,2026-09-08T16:33:48.339395+00:00,2026-09-08T16:47:55.072864+00:00,881165,completed_with_unresolved_episodes,unresolved,265927,8991,274918,96424,22726,119150,4,a4_q1,411889,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,229993,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,239283,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_mistral_small_24b_gemini,1,ollama,mistral-small:24b,mistral-small,,R5_XL_24_TO_30B,,gemini,gemini-3.5-flash-lite,3,87,45,42,45,2026-09-08T16:48:31.723144+00:00,2026-09-08T16:56:31.173452+00:00,516063,completed_with_unresolved_episodes,unresolved,161474,2865,164339,106024,13623,119647,4,a4_q1,335639,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,84704,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,95719,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_mistral_small_24b_openai,1,ollama,mistral-small:24b,mistral-small,,R5_XL_24_TO_30B,,openai,gpt-5-mini,3,77,40,37,40,2026-09-08T16:13:50.559590+00:00,2026-09-08T16:33:13.857141+00:00,1244830,completed_with_unresolved_episodes,unresolved,194283,44440,238723,80408,12806,93214,4,a4_q1,622150,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,167251,10,10,9,19,solved,solved,True,True,10,9,167251,7,a7_q3,455428,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_phi3_mini_anthropic,1,ollama,phi3:mini,phi3,,R2_SMALL_3_TO_4B,,anthropic,claude-haiku-4-5-20251001,3,87,45,42,45,2026-09-08T05:37:10.338113+00:00,2026-09-08T05:44:01.380841+00:00,419284,completed_with_unresolved_episodes,unresolved,357942,12529,370471,57623,18748,76371,4,a4_q1,150561,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,114912,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,153811,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_phi3_mini_gemini,1,ollama,phi3:mini,phi3,,R2_SMALL_3_TO_4B,,gemini,gemini-3.5-flash-lite,3,87,45,42,45,2026-09-08T05:44:02.486561+00:00,2026-09-08T05:46:30.571631+00:00,149141,completed_with_unresolved_episodes,unresolved,181064,4457,185521,82811,10066,92877,4,a4_q1,42815,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,59860,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,46465,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_phi3_mini_openai,1,ollama,phi3:mini,phi3,,R2_SMALL_3_TO_4B,,openai,gpt-5-mini,3,64,33,31,34,2026-09-08T05:25:40.318958+00:00,2026-09-08T05:37:02.046247+00:00,692312,completed_with_unresolved_episodes,unresolved,293420,28376,321796,45517,26708,72225,4,a4_q1,71104,4,3,3,6,parse_error,unresolved,True,False,,,,6,a6_q3,305313,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,315895,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_phi4_14b_anthropic,1,ollama,phi4:14b,phi4,,R4_LARGE_12_TO_14B,,anthropic,claude-haiku-4-5-20251001,3,87,45,42,45,2026-09-08T14:58:30.764650+00:00,2026-09-08T15:09:02.792689+00:00,654666,completed_with_unresolved_episodes,unresolved,311193,11696,322889,94905,22306,117211,4,a4_q1,263593,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,176971,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,214100,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_phi4_14b_gemini,1,ollama,phi4:14b,phi4,,R4_LARGE_12_TO_14B,,gemini,gemini-3.5-flash-lite,3,59,31,28,31,2026-09-08T15:09:23.823224+00:00,2026-09-08T15:14:01.284063+00:00,298479,completed_with_unresolved_episodes,unresolved,140062,1929,141991,69512,12428,81940,4,a4_q1,135502,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,9473,1,1,0,1,solved,solved,True,True,1,0,9473,7,a7_q3,153503,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_phi4_14b_openai,1,ollama,phi4:14b,phi4,,R4_LARGE_12_TO_14B,,openai,gpt-5-mini,3,61,32,29,32,2026-09-08T14:47:17.264433+00:00,2026-09-08T14:58:08.080313+00:00,703609,completed_with_unresolved_episodes,unresolved,171552,33095,204647,67778,14426,82204,4,a4_q1,365236,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,36878,2,2,1,3,solved,solved,True,True,2,1,36878,7,a7_q3,301494,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen2_5_0_5b_anthropic,1,ollama,qwen2.5:0.5b,qwen2.5,,R1_SMALL_0_5_TO_2B,,anthropic,claude-haiku-4-5-20251001,3,87,45,42,45,2026-09-08T02:14:31.767227+00:00,2026-09-08T02:17:15.261396+00:00,163584,completed_with_unresolved_episodes,unresolved,161430,8785,170215,82573,9381,91954,4,a4_q1,63400,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,50558,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,49625,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen2_5_0_5b_gemini,1,ollama,qwen2.5:0.5b,qwen2.5,,R1_SMALL_0_5_TO_2B,,gemini,gemini-3.5-flash-lite,3,87,45,42,45,2026-09-08T02:17:15.367105+00:00,2026-09-08T02:19:47.062066+00:00,151791,completed_with_unresolved_episodes,unresolved,193752,4765,198517,86259,47253,133512,4,a4_q1,15558,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,21850,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,114382,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen2_5_0_5b_openai,1,ollama,qwen2.5:0.5b,qwen2.5,,R1_SMALL_0_5_TO_2B,,openai,gpt-5-mini,3,87,45,42,45,2026-09-08T02:06:06.497948+00:00,2026-09-08T02:14:31.664780+00:00,507425,completed_with_unresolved_episodes,unresolved,183732,30733,214465,83742,45870,129612,4,a4_q1,134098,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,115383,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,257943,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen2_5_3b_anthropic,1,ollama,qwen2.5:3b,qwen2.5,,R2_SMALL_3_TO_4B,,anthropic,claude-haiku-4-5-20251001,3,87,45,42,45,2026-09-08T04:39:15.173549+00:00,2026-09-08T04:44:28.220721+00:00,317419,completed_with_unresolved_episodes,unresolved,305262,10481,315743,94614,24024,118638,4,a4_q1,139106,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,79384,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,98928,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen2_5_3b_gemini,1,ollama,qwen2.5:3b,qwen2.5,,R2_SMALL_3_TO_4B,,gemini,gemini-3.5-flash-lite,3,87,45,42,45,2026-09-08T04:44:33.140945+00:00,2026-09-08T04:46:24.414954+00:00,116144,completed_with_unresolved_episodes,unresolved,161118,3352,164470,104803,11204,116007,4,a4_q1,36268,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,25891,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,53985,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen2_5_3b_openai,1,ollama,qwen2.5:3b,qwen2.5,,R2_SMALL_3_TO_4B,,openai,gpt-5-mini,3,87,45,42,45,2026-09-08T04:29:24.591616+00:00,2026-09-08T04:39:10.794865+00:00,602791,completed_with_unresolved_episodes,unresolved,168143,35208,203351,99678,11873,111551,4,a4_q1,246913,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,170525,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,185352,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen2_5_7b_anthropic,1,ollama,qwen2.5:7b,qwen2.5,,R3_MEDIUM_7_TO_9B,,anthropic,claude-haiku-4-5-20251001,3,87,45,42,45,2026-09-08T07:17:42.712429+00:00,2026-09-08T07:24:57.759542+00:00,447304,completed_with_unresolved_episodes,unresolved,298211,11112,309323,94817,25050,119867,4,a4_q1,183583,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,115862,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,147858,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen2_5_7b_gemini,1,ollama,qwen2.5:7b,qwen2.5,,R3_MEDIUM_7_TO_9B,,gemini,gemini-3.5-flash-lite,3,87,45,42,45,2026-09-08T07:25:08.487692+00:00,2026-09-08T07:28:06.851549+00:00,189082,completed_with_unresolved_episodes,unresolved,168805,3293,172098,108527,12431,120958,4,a4_q1,109256,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,38640,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,41184,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen2_5_7b_openai,1,ollama,qwen2.5:7b,qwen2.5,,R3_MEDIUM_7_TO_9B,,openai,gpt-5-mini,3,87,45,42,45,2026-09-08T07:04:09.122092+00:00,2026-09-08T07:17:30.407609+00:00,827632,completed_with_unresolved_episodes,unresolved,227910,49786,277696,98745,19338,118083,4,a4_q1,289819,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,231416,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,306395,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen3_14b_anthropic,1,ollama,qwen3:14b,qwen3,,R4_LARGE_12_TO_14B,,anthropic,claude-haiku-4-5-20251001,3,87,45,42,45,2026-09-08T11:50:12.141858+00:00,2026-09-08T12:15:39.199186+00:00,1632302,completed_with_unresolved_episodes,unresolved,302096,12844,314940,94575,72455,167030,4,a4_q1,847281,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,297436,15,15,14,29,solved,solved,True,True,15,14,297436,7,a7_q3,487583,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen3_14b_gemini,1,ollama,qwen3:14b,qwen3,,R4_LARGE_12_TO_14B,,gemini,gemini-3.5-flash-lite,3,87,45,42,45,2026-09-08T12:17:22.834935+00:00,2026-09-08T12:34:46.371872+00:00,1147123,completed_with_unresolved_episodes,unresolved,184792,4196,188988,99655,54813,154468,4,a4_q1,562443,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,158135,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,426544,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen3_14b_openai,1,ollama,qwen3:14b,qwen3,,R4_LARGE_12_TO_14B,,openai,gpt-5-mini,3,81,42,39,42,2026-09-08T11:26:37.441840+00:00,2026-09-08T11:48:26.891212+00:00,1437212,completed_with_unresolved_episodes,unresolved,142937,39500,182437,92449,45931,138380,4,a4_q1,529419,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,296631,12,12,11,23,solved,solved,True,True,12,11,296631,7,a7_q3,611162,15,15,14,29,threshold_reached,unresolved,True,False,,,
ollama_student_provider_comparison_full_v2,ollama_student_provider_comparison_full_v2_rep_1_qwen3_1_7b_anthropic,1,ollama,qwen3:1.7b,qwen3,,R1_SMALL_0_5_TO_2B,,anthropic,claude-haiku-4-5-20251001,3,87,45,42,45,2026-09-08T03:35:48.787604+00:00,2026-09-08T03:41:15.609109+00:00,332255,completed_with_unresolved_episodes,unresolved,197705,10784,208489,91596,39556,131152,4,a4_q1,123581,15,15,14,29,threshold_reached,unresolved,True,False,,,,6,a6_q3,89578,15,15,14,29,threshold_reached,unresolved,True,False,,,,7,a7_q3,119095,15,15,14,29,threshold_reached,unresolved,True,False,,,
